end_time,latency_ms,name,parent_span_id,span_id,start_time,status,trace_id,attributes.application_id,attributes.credpilot.span_kind,attributes.has_message,attributes.has_packet,attributes.recalled_memories,attributes.findings,attributes.scanned_message,attributes.scanned_packet_text,attributes.clarification_round,attributes.confidence,attributes.conversation_type,attributes.decided_by,attributes.domain,attributes.intent,attributes.route,attributes.mode,attributes.product_domain,attributes.resolved,attributes.allowed,attributes.catalogue_size,attributes.governing_policies,attributes.expansion_terms,attributes.hits,attributes.top_k,attributes.model,attributes.collection,attributes.dense_candidates,attributes.fused_candidates,attributes.lexical_candidates,attributes.rrf_k,attributes.candidates,attributes.kept,attributes.as_of_date,attributes.dropped,attributes.temporal_filtering,attributes.unresolved,attributes.citations,attributes.evidence_count,attributes.latency_ms,attributes.policy_ids,attributes.policy_versions,attributes.rule_ids,attributes.status,attributes.requires_human_review,attributes.identifiers,attributes.found,attributes.lookup,attributes.requested,attributes.breaches,attributes.indeterminate,attributes.rules_evaluated,attributes.flags,attributes.level,attributes.citation_count,attributes.outcome,attributes.available,attributes.citations_used,attributes.cost_usd,attributes.input_tokens,attributes.is_faithful,attributes.llm_call,attributes.output_tokens,attributes.reasoning_tokens,attributes.total_tokens,attributes.halted,attributes.reason_count,attributes.kind,attributes.validation_passed,attributes.notices,attributes.pii_findings,attributes.missing,attributes.round
2026-09-22T05:52:15.568636+00:00,19.277,embedding.query,7388d88b6573cfb9,1bf6ea8f72f7bac8,2026-09-22T05:52:15.549358+00:00,UNSET,b35bb77953c1061ed5cd231c2dc93bea,,RETRIEVAL,,,,,,,,,,,,,,,,,,,,,,,intfloat/e5-base-v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-22T05:52:15.577353+00:00,8.717,chroma.search,7388d88b6573cfb9,9bfa07683682082d,2026-09-22T05:52:15.568636+00:00,UNSET,b35bb77953c1061ed5cd231c2dc93bea,,RETRIEVAL,,,,,,,,,,,,,,,MORTGAGE,,,,,,15.0,15.0,,credpilot_mortgage_policies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-22T05:52:15.577353+00:00,0.0,rrf.fusion,7388d88b6573cfb9,eccc1752aa3cc299,2026-09-22T05:52:15.577353+00:00,UNSET,b35bb77953c1061ed5cd231c2dc93bea,,RETRIEVAL,,,,,,,,,,,,,,,,,,,,,,,,,15.0,12.0,15.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-22T05:52:16.068550+00:00,491.198,reranker.run,7388d88b6573cfb9,36a03648279fe863,2026-09-22T05:52:15.577353+00:00,UNSET,b35bb77953c1061ed5cd231c2dc93bea,,RETRIEVAL,,,,,,,,,,,,,,,MORTGAGE,,,,,,,,cross-encoder/ms-marco-MiniLM-L-6-v2,,,,,,12.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-22T05:52:16.068550+00:00,0.0,temporal.validate,7388d88b6573cfb9,a0badf63b2bd863d,2026-09-22T05:52:16.068550+00:00,UNSET,b35bb77953c1061ed5cd231c2dc93bea,,RETRIEVAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2026-06-25,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-22T05:52:16.070554+00:00,2.003,citation.validate,7388d88b6573cfb9,476bfb996c114a28,2026-09-22T05:52:16.068550+00:00,UNSET,b35bb77953c1061ed5cd231c2dc93bea,,RETRIEVAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-22T05:52:16.072556+00:00,2.003,rag.result,7388d88b6573cfb9,84a3844bb309f994,2026-09-22T05:52:16.070554+00:00,UNSET,b35bb77953c1061ed5cd231c2dc93bea,,TOOL,,,,,,,,,,,,,,,MORTGAGE,,,,,,,,,,,,,,,,,,,,"POL-CONV-003 v1.0 rule CONV-COR-004,POL-JUMBO-001 v1.0 rule JMB-ELG-003,POL-AST-003 v1.0 rule AST-RSV-002,POL-AST-003 v1.0 section 5,POL-AST-003 v1.0 rule AST-RSV-003,POL-AST-003 v1.0",6.0,525.48,"POL-CONV-003,POL-JUMBO-001,POL-AST-003,POL-AST-003,POL-AST-003,POL-AST-003","1.0,1.0,1.0,1.0,1.0,1.0","CONV-COR-004,JMB-ELG-003,AST-RSV-002,,AST-RSV-003,",FOUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-22T05:52:16.072556+00:00,525.985,rag.retrieve,,7388d88b6573cfb9,2026-09-22T05:52:15.546571+00:00,UNSET,b35bb77953c1061ed5cd231c2dc93bea,APP-000055,TOOL,,,,,,,,,,,,,,,MORTGAGE,,,,,,,6.0,,,,,,,,,2026-06-25,,,,,6.0,,,,,FOUND,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-22T05:52:16.133411+00:00,0.0,domain.resolve,,e8979c0caf5d9b27,2026-09-22T05:52:16.133411+00:00,UNSET,ede6bcbd7769ba39612503e48e28d2f8,APP-000055,ACTING,,,,,,,,,,,,,,,MORTGAGE,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-22T05:52:16.135411+00:00,1.0,metadata.filter,8696751bb5fa91e5,f73bb81ec92f9b7b,2026-09-22T05:52:16.134411+00:00,UNSET,43e0e2c4af84d491d1e9badb0b212dc0,,RETRIEVAL,,,,,,,,,,,,,,,MORTGAGE,,276.0,329.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
